序号,接口表名,数据类别,id,biz_unique_id,catalog_id,catalog_name,data_name,dept_name,description,service_type,create_time,update_time,data_time,del_status,valid_status,sample_data_json,visit_count,data_source,favorited,key_advantages,来源接口
11,LAB_DATA,数字资源-联合实验室数据,668,1602762886791122952,"99999,99999999999988,","联合实验室数据,数智教育实验数据,",作业常见错误类型数据集,教育中试基地,精准诊断错误，提升辅导针对性。\n数据类别：学生常见错误类型\n核心字段：错误类型、原因、示例、改进建议、知识点\n数据要求：覆盖概念、计算、步骤、推理错误,DATA,2026/7/14 16:01,2026/8/17 22:37,2026/7/14 16:03,0,0,"[
    {
      ""输入"": ""混淆质量与重量"",
      ""输出"": ""类型：概念偏差，原因：未区分惯性与引力，改进：对比实验，知识点：质量、重力""
    }
  ]",24,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
12,LAB_DATA,数字资源-联合实验室数据,667,1602762886791122951,"99999,99999999999988,","联合实验室数据,数智教育实验数据,",理科作业错因分析数据集,教育中试基地,可沉淀构建理科思维的过程性诊断模型、人机协同的工具使用行为模型、自适应批改策略的闭环优化系统，以及学生认知障碍的立体诊断模型。能够突破“只看答案对错”的传统批改方式，转向对思维过程、错因根源、反馈策略的精细建模，支撑精准讲评、个性化辅导和批改模型持续优化。\n数据类别：错因分析类数据\n核心字段：学科、年级、题目原文、学生完整作答过程、步骤切分、步骤正确性标签、错误类型、插件调用记录、调用时机、调用目的、输入参数、输出结果、整体评分、多条候选评语、人类偏好排序、评分依据说明、主要错因、次要错因、错误根源分析、针对性改进建议、同类错题推荐。\n数据要求：覆盖数学、物理、化学等需要分步骤作答的理科学科，包含四类重点SFT任务：①步骤检错数据，支持步骤级正确/错误/部分正确判断；②插件调用数据，支持系统理解学生在计算器、绘图、公式编辑器、虚拟实验等工具上的使用行为；③强化学习数据，支持模型学习人类教师对评分与评语的偏好；④错因分析数据，支持对概念混淆、公式误用、单位换算错误、审题偏差、推理缺陷、计算疏漏等进行精准诊断与个性化辅导。,DATA,2026/7/14 16:00,2026/8/10 9:47,2026/7/14 16:01,0,0,"[
    {
      ""输入"": ""学科：化学\n年级：高一\n题型：计算题\n题目原文：计算5g NaOH的物质的量。\n学生作答全过程：\n步骤1：n=m/M\n步骤2：n=5/20\n步骤3：n=0.25mol\n插件调用记录：无"",
      ""输出"": ""步骤正确性标签：\n- 步骤1：正确\n- 步骤2：错误\n- 步骤3：错误\n错误类型：摩尔质量使用错误\n主要错因：公式应用中的参数识别错误\n次要错因：基础概念不牢\n错误根源分析：未准确掌握NaOH的摩尔质量计算方法，对化学式组成与相对分子质量关系理解不足。\n针对性改进建议：先复习相对原子质量和化学式式量计算，再进行同类“质量-物质的量”转换练习。\n同类错题推荐：物质的量基础计算题3道\n整体评分：2/5\n候选评语偏好排序：B优于A\n评分依据说明：B既指出具体错误，也给出改进方向，更符合教师过程性评价原则。""
    }
  ]",17,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
13,LAB_DATA,数字资源-联合实验室数据,666,1602762886791122950,"99999,99999999999988,","联合实验室数据,数智教育实验数据,",作业及批改记录数据集,教育中试基地,实现个性化辅导与激励。\n数据类别：个性化学习反馈\n核心字段：错题归因、薄弱点、优势、建议、激励语\n数据要求：因材施教，语气积极,DATA,2026/7/14 15:59,2026/8/14 14:09,2026/7/14 16:00,0,0,"[
    {
      ""输入"": ""错题：电路故障判断"",
      ""输出"": ""归因：步骤遗漏，薄弱点：电路分析，优势：计算准确，建议：多画电路图""
    }
  ]",15,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
14,LAB_DATA,数字资源-联合实验室数据,665,1602762886791122949,"99999,99999999999988,","联合实验室数据,数智教育实验数据,",考试试卷-错因标注数据集,教育中试基地,考试错题分析，考试维度的精细化学业诊断数据。\n基础数据来源：考试成绩与试卷\n标注内容：对每次考试每题×每位学生标注知识点、布鲁姆层次、得分、正误、错因、作答内容\n需标注量：5万～10万条题目级作答记录,DATA,2026/7/14 15:58,2026/8/2 20:54,2026/7/14 15:59,0,0,"[
    {
      ""数据项1"": ""{\""item_id\"":\""EI001\"",\""exam_id\"":\""EX001\"",\""item_no\"":15,\""kp\"":[\""KP001\"",\""KP005\""],\""bloom_level\"":\""分析\"",\""max_score\"":12,\""question_text\"":\""...\""}"",
      ""数据项2"": ""{\""item_id\"":\""EI001\"",\""student_id\"":\""STU001\"",\""is_correct\"":false,\""score\"":6,\""error_type\"":\""审题遗漏\"",\""raw_answer\"":\""只解了第一问，忽略第二问条件\""}""
    }
  ]",10,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
15,LAB_DATA,数字资源-联合实验室数据,664,1602762886791122948,"99999,99999999999988,","联合实验室数据,数智教育实验数据,",考试试卷数据集,教育中试基地,收集学生考卷含作答和批改痕迹，对学生知识掌握进行评估，支撑考试题目级分析和学业诊断。\n采集阶段性考试、单元测试、期中期末考试等数据，包括考试基本信息、原始试卷、参考答案、评分标准、学生答卷和批改结果。100次考试，50000份答卷。\n建议采集内容包括：\n- 考试名称；\n- 所属学科、年级、班级；\n- 考试时间；\n- 原始试卷；\n- 参考答案；\n- 评分标准；\n- 学生答卷；\n- 每位学生总分；\n- 每题得分；\n- 教师批改痕迹；\n- 年级或班级成绩分布。\n纸质考试需收集学生答卷扫描件，并保留批改痕迹。\n首期可以采集 30–50 次考试/测验，覆盖主要学科和年级；不必一开始追求 90 次考试和 9 万份答卷。,DATA,2026/7/14 15:55,2026/8/2 22:02,2026/7/14 15:58,0,0,"[
    {
      ""考试名称"": ""一元一次方程单元测试"",
      ""学科"": ""数学"",
      ""年级"": ""初一"",
      ""题目数量"": ""20题"",
      ""总分"": ""100分"",
      ""考试时间"": ""2026-06-10 00:00:00"",
      ""参考答案"": ""标准答案与评分细则"",
      ""学生答卷"": ""45份批改后答卷"",
      ""成绩数据"": ""每位学生总分、每题得分"",
      ""教师批改痕迹"": ""错题标记、扣分说明、简要批注""
    }
  ]",35,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
16,LAB_DATA,数字资源-联合实验室数据,663,1602762886791122947,"99999,99999999999988,","联合实验室数据,数智教育实验数据,",视频数据集,北京市数字教育中心,依据2022年新课标，2023年新教材改版后“北京市空中课堂”统一建设的精品课程。本数据集包含小学数学6年级全部课程章节117节，含对应466个知识点。,DATA,2026/7/14 15:39,2026/8/4 17:09,2026/7/14 15:39,0,0,,7,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
17,LAB_DATA,数字资源-联合实验室数据,662,1602762886791122946,"99999,99999999999988,","联合实验室数据,数智教育实验数据,",试题资源数据集,北京市数字教育中心,近5年北京市高三校各学科高考试题专题精品资源及答案解析，包括高考模拟、期中、期末等相关高考资源。主要包括语文、英语、数学三科。,DATA,2026/7/14 15:38,2026/8/2 22:02,2026/7/14 15:38,0,0,,13,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
18,LAB_DATA,数字资源-联合实验室数据,661,1602762886791122945,"99999,99999999999988,","联合实验室数据,数智教育实验数据,",教学设计资源数据集,北京市数字教育中心,"本次优质教学设计资源是北京市教委面向各区教委及智慧校园示范校征集而来，首批发布的数据集涵盖语文、英语、数学学科，包含核心教学目标、教学过程、教学反思等模块，采用结构化 markdown 形式组织，适用于教育垂类大模型的持续预训练阶段，亦可作为微调阶段指令数据构造的重要语料来源。数据内容真实反映教师实际教学设计的语言风格与组织方式，具有较强专业性和实践参考价值。语文、英语、数学三科共3,946份",DATA,2026/7/14 15:04,2026/8/11 15:32,2026/7/14 15:36,0,0,,5,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
19,LAB_DATA,数字资源-联合实验室数据,362,1509221327936106496,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",老旧小区人口常住及流动画像,信令联合实验室,,DATA,2026/6/5 18:31,2026/9/1 10:05,2026/5/27 16:12,0,0,,19,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
20,LAB_DATA,数字资源-联合实验室数据,363,1509221327856414720,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",景区周边配套设施客流辐射,信令联合实验室,,DATA,2026/6/5 18:31,2026/8/3 11:13,2026/5/27 16:12,0,0,,4,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
21,LAB_DATA,数字资源-联合实验室数据,364,1509221327780917248,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",外来临时人员驻留分布,信令联合实验室,,DATA,2026/6/5 18:31,2026/8/17 22:37,2026/5/27 16:12,0,0,,6,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
22,LAB_DATA,数字资源-联合实验室数据,365,1509221327697031168,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",重点区域人员聚集预警客流,信令联合实验室,,DATA,2026/6/5 18:31,2026/9/1 10:05,2026/5/27 16:12,0,0,,3,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
23,LAB_DATA,数字资源-联合实验室数据,366,1509221327608950784,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",产业园区访客来源及停留时长,信令联合实验室,,DATA,2026/6/5 18:31,2026/9/2 16:06,2026/5/27 16:12,0,0,,4,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
24,LAB_DATA,数字资源-联合实验室数据,367,1509221327520870400,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",产业园区潮汐客流,信令联合实验室,,DATA,2026/6/5 18:31,2026/8/4 12:02,2026/5/27 16:12,0,0,,2,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
25,LAB_DATA,数字资源-联合实验室数据,368,1509221327436984320,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",用户出行通勤路径 OD,信令联合实验室,,DATA,2026/6/5 18:31,2026/9/1 20:27,2026/5/27 16:12,0,0,,9,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
26,LAB_DATA,数字资源-联合实验室数据,369,1509221327348903936,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",用户夜间驻留分布,信令联合实验室,,DATA,2026/6/5 18:31,2026/8/2 23:38,2026/5/27 16:12,0,0,,2,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
27,LAB_DATA,数字资源-联合实验室数据,370,1509221327244046336,"99999,99999999999998,","联合实验室数据,信令联合实验室数据,",跨区域迁徙流动热度,信令联合实验室,,DATA,2026/6/5 18:31,2026/9/1 10:05,2026/5/27 16:12,0,0,,7,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
28,LAB_DATA,数字资源-联合实验室数据,10,1504414985677393920,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",气象监测站,空间图实验室,,DATA,2026/6/5 18:31,2026/8/24 10:58,2026/5/14 11:48,0,0,,26,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
29,LAB_DATA,数字资源-联合实验室数据,11,1504414985606090752,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",法律援助中心,空间图实验室,,DATA,2026/6/5 18:31,2026/8/17 22:37,2026/5/14 11:48,0,0,,1,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
30,LAB_DATA,数字资源-联合实验室数据,12,1504414985534787584,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",水环境断面监测点,空间图实验室,,DATA,2026/6/5 18:31,2026/7/23 14:32,2026/5/14 11:48,0,0,,4,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
31,LAB_DATA,数字资源-联合实验室数据,13,1504414985463484416,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",密闭式清洁站,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:47,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
32,LAB_DATA,数字资源-联合实验室数据,14,1504414985387986944,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",全市基层司法所信息,空间图实验室,,DATA,2026/6/5 18:31,2026/8/4 17:11,2026/5/14 11:47,0,0,,5,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
33,LAB_DATA,数字资源-联合实验室数据,15,1504414985308295168,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",淹没财产,空间图实验室,,DATA,2026/6/5 18:31,2026/8/4 12:02,2026/5/14 11:47,0,0,,2,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
34,LAB_DATA,数字资源-联合实验室数据,16,1504414985241186304,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",其它监测站,空间图实验室,,DATA,2026/6/5 18:31,2026/7/24 9:53,2026/5/14 11:47,0,0,,2,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
35,LAB_DATA,数字资源-联合实验室数据,17,1504414985174077440,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",律师事务所,空间图实验室,,DATA,2026/6/5 18:31,2026/7/30 11:04,2026/5/14 11:47,0,0,,2,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
36,LAB_DATA,数字资源-联合实验室数据,18,1504414985106968576,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",视频监测点,空间图实验室,,DATA,2026/6/5 18:31,2026/7/23 14:04,2026/5/14 11:47,0,0,,2,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
37,LAB_DATA,数字资源-联合实验室数据,19,1504414985035665408,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",垃圾分类驿站,空间图实验室,,DATA,2026/6/5 18:31,2026/8/3 16:50,2026/5/14 11:47,0,0,,1,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
38,LAB_DATA,数字资源-联合实验室数据,20,1504414984964362240,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",婚姻收养登记机关,空间图实验室,,DATA,2026/6/5 18:31,2026/8/17 22:37,2026/5/14 11:47,0,0,,1,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
39,LAB_DATA,数字资源-联合实验室数据,21,1504414984888864768,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",防洪雨量监测站,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:47,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
40,LAB_DATA,数字资源-联合实验室数据,22,1504414984813367296,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",地质环境监测牌,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:47,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
41,LAB_DATA,数字资源-联合实验室数据,23,1504414984737869824,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",社区村居委会驻地,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:46,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
42,LAB_DATA,数字资源-联合实验室数据,24,1504414984662372352,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",大气监测微观站,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:46,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
43,LAB_DATA,数字资源-联合实验室数据,25,1504414984586874880,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",旧衣物回收箱,空间图实验室,,DATA,2026/6/5 18:31,2026/7/14 16:13,2026/5/14 11:46,0,0,,1,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
44,LAB_DATA,数字资源-联合实验室数据,1,1504414984507183104,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",车站外轮廓及站台,空间图实验室,,DATA,2026/6/5 18:31,2026/6/30 15:39,2026/5/14 11:46,0,0,,1,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
45,LAB_DATA,数字资源-联合实验室数据,26,1504414984435879936,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",电视井盖,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:46,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
46,LAB_DATA,数字资源-联合实验室数据,27,1504414984360382464,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",水域标示牌,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:46,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
47,LAB_DATA,数字资源-联合实验室数据,28,1504414984284884992,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",轨道交通既有线路（2021年）,空间图实验室,,DATA,2026/6/5 18:31,2026/7/14 16:21,2026/5/14 11:46,0,0,,1,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
48,LAB_DATA,数字资源-联合实验室数据,29,1504414984213581824,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",污水井盖,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:46,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
49,LAB_DATA,数字资源-联合实验室数据,30,1504414984133890048,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",水域附属设施,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:46,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
50,LAB_DATA,数字资源-联合实验室数据,31,1504414984050003968,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",污水厂站,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:46,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
51,LAB_DATA,数字资源-联合实验室数据,32,1504414983970312192,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",街头坐椅,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:45,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
52,LAB_DATA,数字资源-联合实验室数据,33,1504414983890620416,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",护树设施,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:45,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
53,LAB_DATA,数字资源-联合实验室数据,34,1504414983815122944,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",轨道交通既有车站（2021年）,空间图实验室,,DATA,2026/6/5 18:31,2026/8/28 1:08,2026/5/14 11:45,0,0,,1,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
54,LAB_DATA,数字资源-联合实验室数据,35,1504414983735431168,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",轨道车站,空间图实验室,,DATA,2026/6/5 18:31,2026/7/14 16:21,2026/5/14 11:45,0,0,,1,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
55,LAB_DATA,数字资源-联合实验室数据,36,1504414983659933696,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",村庄淹没面,空间图实验室,,DATA,2026/6/5 18:31,2026/6/5 18:49,2026/5/14 11:45,0,0,,0,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
56,LAB_DATA,数字资源-联合实验室数据,37,1504414983580241920,"99999,99999999999999,","联合实验室数据,空间图联合实验室数据,",火车站,空间图实验室,,DATA,2026/6/5 18:31,2026/7/2 9:30,2026/5/14 11:45,0,0,,1,TRUE,FALSE,,https://dibj.cn/portal/api/common/calling/page?tableCode=LAB_DATA
